['commit_id', 'rule', 'counter']
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'if_condition_expr_operator <= 0.5550000071525574', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'if_condition_expr_call_name_operator <= 0.41499999165534973', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'if_block_expr_call_name_name > 0.6099999845027924', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'expr_call_name_operator <= 1.2450000047683716', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'if_condition_expr_operator > 2.90500009059906', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'expr_call_argument_expr_operator > 0.9650000035762787', 2]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'decl_name > -1.3949999809265137', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'if_block_expr_call_name_name > -1.6700000166893005', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'expr_operator <= 8.085000038146973', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'expr_call_argument_list <= 0.019999999552965164', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'decl_init_expr_call_argument_list <= 0.2499999925494194', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'if_block_if_condition_expr_operator > 0.17500000447034836', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'if_block_expr_call_name_name > -1.5699999928474426', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'expr_operator <= 5.305000066757202', 2]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'expr_name > 1.8949999809265137', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'expr_name <= 4.1549999713897705', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'if_condition_expr_name <= 2.3399999141693115', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'expr_call_argument_list > 0.014999999664723873', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'expr_call_name_operator > 0.5799999833106995', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'if_condition_expr_name <= 0.48499998450279236', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'expr_operator <= 0.13499999791383743', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'decl_name <= 1.5199999809265137', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'if_condition_expr_name <= 1.9500000476837158', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'expr_call_argument_expr_operator <= 0.25999999791383743', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'if_block_if_condition_expr_operator <= 0.20499999821186066', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'if_condition_expr_name > 0.0699999975040555', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'decl_type_modifier > 0.23499999940395355', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'if_condition_expr_operator > 1.340000033378601', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'decl_init_expr_operator <= 0.7450000047683716', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'if_block_expr_call_argument_expr_name <= 0.4950000047683716', 2]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'decl_name > 0.6349999904632568', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'expr_call_argument_expr_name <= 2.5399999618530273', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'expr_call_argument_list <= 0.10000000335276127', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'if_condition_expr_name <= 2.7549999952316284', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'if_block_expr_call_name_name <= 0.6850000023841858', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'expr_call_argument_list > 0.009999999776482582', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'decl_init_expr_operator <= 0.009999999776482582', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'if_condition_expr_name <= 0.8549999892711639', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'if_condition_expr_name > 0.7450000047683716', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'decl_init_expr_operator <= 0.35500000417232513', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'if_block_expr_call_name_name > -0.6499999761581421', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'expr_name <= 0.6449999809265137', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'function_decl_name > -0.7100000083446503', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'expr_call_name_operator <= 1.5', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'expr_call_argument_expr_operator > 1.0199999809265137', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'if_block_expr_call_name_name <= 0.9050000011920929', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'decl_name > 0.014999999664723873', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'expr_call_argument_expr_operator > 1.0799999833106995', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'if_condition_expr_operator <= 2.534999966621399', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'if_block_expr_call_name_name <= 1.034999966621399', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'expr_call_argument_expr_call_name <= 0.9050000011920929', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'if_block_if_condition_expr_operator <= 0.5050000101327896', 2]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'if_condition_expr_name <= 1.7100000381469727', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'expr_call_argument_expr_operator <= 0.17499999701976776', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'expr_call_name_name <= 1.1100000143051147', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'expr_operator > 0.05999999865889549', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'endif_directive > 1.0800000429153442', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'expr_call_name_operator > 1.7599999904632568', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'expr_call_argument_expr_operator <= 0.07000000216066837', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'comment <= 0.3100000023841858', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'decl_type_name <= 1.050000011920929', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'if_condition_expr_name <= 2.9950000047683716', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'endif_directive <= 1.1549999713897705', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'decl_type_modifier > 0.7649999856948853', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'decl_init_expr_call_argument_list > 0.6050000190734863', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'expr_operator > 0.8550000190734863', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'if_condition_expr_call_name_operator <= 0.375', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'if_block_expr_call_name_name > 1.024999976158142', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'if_condition_expr_call_name <= 0.7199999988079071', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'expr_call_name_name > 1.225000023841858', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'expr_call_name_operator > 1.574999988079071', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'if_condition_expr_operator <= -0.2800000011920929', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'decl_name <= 1.659999966621399', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'expr_call_argument_expr_operator > 0.5049999952316284', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'decl_name > 0.17000000178813934', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'if_condition_expr_operator <= 1.6749999523162842', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'expr_literal > 1.3650000095367432', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'if_condition_expr_call_name_operator <= 0.5249999761581421', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'decl_type_modifier <= 0.21000000089406967', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'expr_call_name_operator > 1.5549999475479126', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'expr_name <= 0.25999999791383743', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'expr_call_argument_expr_call_name <= 0.439999982714653', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'if_condition_expr_name <= 0.375', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'expr_operator <= 7.819999933242798', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'if_condition_expr_name_name <= 1.4049999713897705', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'if_condition_expr_call_name_operator <= 0.8650000095367432', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'decl_type_name > 2.4350000619888306', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'if_condition_expr_operator > 1.0099999904632568', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'expr_call_name_operator <= 0.8599999845027924', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'expr_call_argument_expr_operator > 0.6050000190734863', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'expr_operator > 0.8949999809265137', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'decl_name > 0.07499999925494194', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'decl_type_modifier > 0.06999999936670065', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'expr_call_argument_expr_name > 1.574999988079071', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'if_condition_expr_name <= 2.009999990463257', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'decl_name <= 2.5449999570846558', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'if_block_if_block_expr_call_name_name <= 1.5600000023841858', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'comment <= 0.4099999964237213', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'if_condition_expr_operator > 2.25', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'ifdef_directive > 0.5999999940395355', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'if_block_if_condition_expr_operator <= 2.1399999856948853', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'endif_directive <= 0.004999999888241291', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'if_block_expr_call_name_name <= 0.9749999642372131', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'expr_call_name_operator > 0.9850000143051147', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'if_block_expr_call_name_name <= 0.4999999850988388', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'expr_call_argument_expr_operator > 0.3449999988079071', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'if_block_if_block_expr_name_operator > 0.4749999940395355', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'decl_init_expr_operator <= 0.019999999552965164', 2]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'decl_type_name <= 1.6100000143051147', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'if_block_if_condition_expr_operator > 2.315000057220459', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'if_condition_expr_call_name_operator > 0.10000000149011612', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'expr_call_argument_expr_operator <= 0.6200000047683716', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'decl_init_expr_operator > 0.48999999463558197', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'if_condition_expr_name > 2.649999976158142', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'if_condition_expr_call_name_operator > 0.06499999947845936', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'if_block_if_condition_expr_operator > 1.965000033378601', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'decl_init_expr_call_argument_expr_name > 0.5349999964237213', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'decl_type_name > 1.5449999570846558', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'if_block_expr_call_argument_expr_name <= 0.2850000113248825', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'expr_call_name_name > 2.4550000429153442', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'decl_type_name > 0.2750000059604645', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'if_block_if_block_expr_name_operator > 0.16999999433755875', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'ifdef_directive <= 0.10000000149011612', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'expr_call_argument_list <= 0.19999999552965164', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'if_condition_expr_operator <= 1.9800000190734863', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'if_condition_expr_call_name_operator > 0.5300000011920929', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'comment <= -0.7849999964237213', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'decl_argument_expr_name <= 0.945000022649765', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'if_condition_expr_name <= 2.0899999141693115', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'if_condition_expr_name <= 0.3800000101327896', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'if_block_expr_call_name_name <= 0.9699999988079071', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'decl_argument_expr_name > 0.5849999785423279', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'if_condition_expr_name <= 0.39000000059604645', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'decl_name > 1.7050000429153442', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'if_condition_expr_operator <= 1.840000033378601', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'decl_name > 2.0149999856948853', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'decl_name > 1.1150000095367432', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'expr_call_argument_expr_name <= 2.215000033378601', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'if_condition_expr_call_name_operator <= 0.5300000011920929', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'expr_call_name_operator <= 0.8400000035762787', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'expr_name <= 3.625', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'if_condition_expr_call_name_operator <= 0.009999999776482582', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'expr_name <= 3.184999942779541', 2]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'decl_type_modifier > 0.5849999785423279', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'expr_operator <= 0.054999999701976776', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'function_decl_name <= 0.41499999165534973', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'expr_call_argument_expr_call_name > 0.9050000011920929', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'decl_name > 3.509999990463257', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'expr_call_argument_expr_operator <= 0.6650000214576721', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'endif_directive > 0.574999988079071', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'if_block_if_condition_expr_operator > 1.8949999809265137', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'expr_literal <= -4.044999957084656', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'function_decl_type_name > -0.4949999898672104', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'decl_name <= 2.0199999809265137', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'decl_name_name > 0.26999999582767487', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'decl_init_expr_operator <= 0.03500000014901161', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'comment > 0.3799999952316284', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'expr_call_name <= 2.6649999618530273', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'if_condition_expr_operator > 2.9950000047683716', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'if_condition_expr_name <= 0.5149999856948853', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'expr_name > 1.574999988079071', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'decl_name > 0.9850000143051147', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'decl_type_name > 0.8400000035762787', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'expr_operator <= 5.25', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'if_block_expr_call_name_name <= 0.7400000095367432', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'if_condition_expr_call_name_operator <= 0.5699999928474426', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'if_condition_expr_name > 2.8149999380111694', 1]
['adaa50e37da1fddada874a289792a1bd95c5aebc', 'if_condition_expr_name_name > 1.4449999928474426', 1]
['c77f7229d5c7e5017ddf90b1e9445251761878bf', 'if_condition_expr_operator > 1.3149999976158142', 1]
['c77f7229d5c7e5017ddf90b1e9445251761878bf', 'if_condition_expr_call_name > 0.4150000065565109', 1]
['c77f7229d5c7e5017ddf90b1e9445251761878bf', 'if_block_expr_call_name_name > 0.6099999845027924', 1]
['c77f7229d5c7e5017ddf90b1e9445251761878bf', 'if_condition_expr_name > 1.6200000047683716', 1]
['c77f7229d5c7e5017ddf90b1e9445251761878bf', 'expr_call_argument_expr_name <= 2.8300000429153442', 1]
['c77f7229d5c7e5017ddf90b1e9445251761878bf', 'expr_call_argument_expr_name > 1.4850000143051147', 1]
['c77f7229d5c7e5017ddf90b1e9445251761878bf', 'comment <= 0.6050000190734863', 1]
['c77f7229d5c7e5017ddf90b1e9445251761878bf', 'expr_operator > -2.0249999165534973', 1]
['c77f7229d5c7e5017ddf90b1e9445251761878bf', 'expr_call_argument_expr_name <= 1.9200000166893005', 1]
['c77f7229d5c7e5017ddf90b1e9445251761878bf', 'if_condition_expr_call_name_operator <= 0.009999999776482582', 1]
['c77f7229d5c7e5017ddf90b1e9445251761878bf', 'expr_name <= 0.3149999976158142', 1]
['c77f7229d5c7e5017ddf90b1e9445251761878bf', 'decl_name_name <= 0.8550000190734863', 1]
['c77f7229d5c7e5017ddf90b1e9445251761878bf', 'expr_call_name_operator <= 1.5049999952316284', 1]
['c77f7229d5c7e5017ddf90b1e9445251761878bf', 'if_condition_expr_call_name_operator <= 0.014999999664723873', 1]
['c77f7229d5c7e5017ddf90b1e9445251761878bf', 'expr_operator <= 2.1850000619888306', 1]
['c77f7229d5c7e5017ddf90b1e9445251761878bf', 'operator <= 0.15000000596046448', 1]
['c77f7229d5c7e5017ddf90b1e9445251761878bf', 'macro_name <= 0.05000000074505806', 1]
['c77f7229d5c7e5017ddf90b1e9445251761878bf', 'if_condition_expr_name <= 0.9699999988079071', 1]
['c77f7229d5c7e5017ddf90b1e9445251761878bf', 'decl_type_modifier <= 0.2199999988079071', 1]
['c77f7229d5c7e5017ddf90b1e9445251761878bf', 'expr_name > 0.25999999791383743', 1]
['c77f7229d5c7e5017ddf90b1e9445251761878bf', 'expr_call_name <= 0.5099999904632568', 1]
['c77f7229d5c7e5017ddf90b1e9445251761878bf', 'if_condition_expr_operator > 1.9450000524520874', 1]
['c77f7229d5c7e5017ddf90b1e9445251761878bf', 'expr_call_argument_expr_call_name_name <= 6.809999942779541', 1]
['c77f7229d5c7e5017ddf90b1e9445251761878bf', 'expr_call_name <= 0.2800000011920929', 1]
['c77f7229d5c7e5017ddf90b1e9445251761878bf', 'if_condition_expr_operator <= 2.5549999475479126', 1]
['c77f7229d5c7e5017ddf90b1e9445251761878bf', 'expr_call_argument_expr_operator <= 0.29999999701976776', 1]
['c77f7229d5c7e5017ddf90b1e9445251761878bf', 'decl_name <= 1.024999976158142', 1]
['c77f7229d5c7e5017ddf90b1e9445251761878bf', 'if_condition_expr_call_name_operator <= 0.9699999988079071', 1]
['c77f7229d5c7e5017ddf90b1e9445251761878bf', 'if_block_expr_call_argument_expr_name > 0.4950000047683716', 1]
['c77f7229d5c7e5017ddf90b1e9445251761878bf', 'decl_type_name > 0.009999999776482582', 1]
['c77f7229d5c7e5017ddf90b1e9445251761878bf', 'expr_name > 1.3299999833106995', 1]
['c77f7229d5c7e5017ddf90b1e9445251761878bf', 'expr_call_name_operator <= 0.5049999952316284', 1]
['c77f7229d5c7e5017ddf90b1e9445251761878bf', 'expr_name > 0.1850000023841858', 1]
